Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,4,6
First Class,Pacific,Lot's O' Nuts,386.83003298734036,4,2
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,4,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,10,7
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,7,5
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,7
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,11,3
Same Day,Interior,Lot's O' Nuts,1456.7435840913759,1,0
Second Class,Atlantic,Wicked Choccy's,634.3251241137547,2,4
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,3,5
Same Day,Pacific,Lot's O' Nuts,691.0837284069044,7,0
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,2,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,6,6
Second Class,Pacific,Wicked Choccy's,2399.6650051013826,2,4
First Class,Interior,Lot's O' Nuts,974.171375665286,1,2
Standard Class,Pacific,Wicked Choccy's,2098.578256472988,3,6
Standard Class,Pacific,Lot's O' Nuts,318.25023703183496,4,5
First Class,Pacific,Lot's O' Nuts,387.99286355234057,7,2
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,13,5
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,5,6
Same Day,Gulf,Wicked Choccy's,220.07455257094463,4,0
First Class,Interior,Lot's O' Nuts,974.171375665286,3,1
First Class,Interior,Lot's O' Nuts,974.171375665286,1,2
First Class,Interior,Lot's O' Nuts,976.3720918916192,1,2
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,1,7
First Class,Atlantic,Wicked Choccy's,640.4214007710173,5,2
Second Class,Atlantic,Wicked Choccy's,524.695319462998,7,4
First Class,Interior,Lot's O' Nuts,981.9658789246068,4,2
Standard Class,Interior,Wicked Choccy's,874.8008207460541,3,7
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,7
Second Class,Pacific,Wicked Choccy's,2399.6650051013826,7,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,5,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,6
Standard Class,Pacific,Wicked Choccy's,1409.3758668222963,6,7
Standard Class,Gulf,Wicked Choccy's,536.5054753563431,5,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,7
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,4,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,4,7
First Class,Pacific,Wicked Choccy's,2209.7914930696625,3,2
Same Day,Pacific,Lot's O' Nuts,387.99286355234057,2,0
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,7
Same Day,Pacific,Lot's O' Nuts,387.99286355234057,7,0
First Class,Pacific,Lot's O' Nuts,318.25023703183496,4,1
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,1,6
First Class,Pacific,Lot's O' Nuts,318.25023703183496,3,1
Second Class,Interior,Lot's O' Nuts,848.1793162633162,2,4
Same Day,Gulf,Secret Factory,919.8570086648149,6,0
Standard Class,Interior,Wicked Choccy's,874.8008207460541,1,7
Same Day,Interior,Secret Factory,154.560904584103,5,0
First Class,Pacific,Wicked Choccy's,2098.578256472988,3,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,1,1
Same Day,Pacific,Wicked Choccy's,2149.8916730811757,6,0
Standard Class,Interior,Lot's O' Nuts,1301.2672728669074,1,7
Standard Class,Gulf,Lot's O' Nuts,1446.171420628871,3,5
Second Class,Interior,Lot's O' Nuts,848.1793162633162,12,4
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,1,5
Standard Class,Gulf,Lot's O' Nuts,1386.6984952220052,3,7
First Class,Pacific,Wicked Choccy's,2354.839579523309,3,1
Second Class,Pacific,Lot's O' Nuts,55.02001756349753,2,4
Second Class,Pacific,Lot's O' Nuts,691.0837284069044,3,5
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,5,6
Standard Class,Pacific,Wicked Choccy's,2097.449697041855,3,5
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,2,5
First Class,Interior,Lot's O' Nuts,872.928444195716,2,2
Second Class,Pacific,Lot's O' Nuts,691.0837284069044,1,4
Standard Class,Atlantic,Wicked Choccy's,559.6206133042095,9,7
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,5
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,2,4
Standard Class,Gulf,Lot's O' Nuts,1482.7622283758135,3,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,3,6
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,7,5
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,2
Same Day,Atlantic,Wicked Choccy's,721.4927883494037,3,0
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,7,5
Same Day,Atlantic,Wicked Choccy's,640.4214007710173,4,0
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,5
Standard Class,Atlantic,Secret Factory,862.6799739062569,12,5
Standard Class,Atlantic,Lot's O' Nuts,1995.5725570877548,2,5
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,3
Second Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,3
Second Class,Pacific,Sugar Shack,1505.6621247180635,3,5
Standard Class,Pacific,Wicked Choccy's,1797.174576632349,2,6
Second Class,Pacific,Wicked Choccy's,2153.343062292087,4,3
Standard Class,Atlantic,Lot's O' Nuts,1682.9124494295002,3,7
Standard Class,Atlantic,Lot's O' Nuts,2220.869446814088,3,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,5
First Class,Interior,Lot's O' Nuts,1685.5735451477588,7,2
Same Day,Interior,Lot's O' Nuts,1452.2797128658538,5,0
Same Day,Interior,Lot's O' Nuts,1452.2797128658538,5,0
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,3,5
First Class,Pacific,Lot's O' Nuts,1161.621416898878,9,1
First Class,Pacific,Wicked Choccy's,2401.64471699006,1,1
Standard Class,Pacific,Wicked Choccy's,1801.5462282844405,3,6
Same Day,Pacific,Lot's O' Nuts,378.36278410044537,10,0
Standard Class,Atlantic,Secret Factory,862.6799739062569,3,5
Same Day,Pacific,Lot's O' Nuts,378.36278410044537,5,0
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,1
Same Day,Atlantic,Lot's O' Nuts,2079.993373016822,6,0
Same Day,Atlantic,Wicked Choccy's,642.6091033973505,2,0
First Class,Atlantic,Wicked Choccy's,640.4214007710173,2,1
Same Day,Atlantic,Lot's O' Nuts,2079.993373016822,2,0
Standard Class,Gulf,Lot's O' Nuts,1769.4915829558145,4,5
Same Day,Atlantic,Lot's O' Nuts,2079.993373016822,1,0
Second Class,Interior,Lot's O' Nuts,1452.2797128658538,4,3
First Class,Pacific,Wicked Choccy's,2157.0150241557785,3,2
Standard Class,Gulf,Lot's O' Nuts,1954.2847490168892,3,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,2,7
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,8,5
Second Class,Interior,Wicked Choccy's,874.8008207460541,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,5
Standard Class,Pacific,Sugar Shack,1497.540467307583,2,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,7
Standard Class,Gulf,Wicked Choccy's,430.7326212959751,2,5
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,2,5
First Class,Pacific,Lot's O' Nuts,688.8830311589684,9,1
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,3,4
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,5,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,1,6
Same Day,Interior,Lot's O' Nuts,981.9658789246068,2,0
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,2,3
Standard Class,Interior,Lot's O' Nuts,842.5723546175459,3,5
Standard Class,Pacific,Lot's O' Nuts,376.0809875629059,3,5
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,1,5
Same Day,Atlantic,Wicked Choccy's,715.9906920347423,5,0
First Class,Pacific,Wicked Choccy's,1742.7805010832803,7,2
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,5,5
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,4,7
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,1,7
Standard Class,Pacific,Wicked Choccy's,2127.786365446017,3,6
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,1,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,10,7
Standard Class,Interior,Wicked Choccy's,871.491412618307,3,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,6,5
First Class,Pacific,Lot's O' Nuts,389.27048109890546,1,1
Second Class,Pacific,Wicked Choccy's,2399.6650051013826,2,5
Standard Class,Interior,Lot's O' Nuts,1042.8678768022864,2,6
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,6,5
Same Day,Interior,Wicked Choccy's,767.3939549308957,8,0
Second Class,Interior,Lot's O' Nuts,971.8937609924294,2,3
First Class,Atlantic,Wicked Choccy's,719.4714404454609,2,1
Standard Class,Gulf,Lot's O' Nuts,1578.9390264469673,7,7
Standard Class,Interior,Wicked Choccy's,1040.584172976708,3,7
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,5,1
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,5,6
Second Class,Pacific,Wicked Choccy's,2139.912332310119,4,3
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,2,4
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,7,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,9,6
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,2,6
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,1,6
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,14,2
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,1,1
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,5,5
Second Class,Pacific,Wicked Choccy's,2142.022141382222,11,5
Standard Class,Interior,Wicked Choccy's,871.8307495621052,3,5
Second Class,Gulf,Wicked Choccy's,127.59137146976987,2,3
Standard Class,Interior,Lot's O' Nuts,1498.5728873425103,10,5
Second Class,Atlantic,Lot's O' Nuts,1666.867780072924,3,4
First Class,Atlantic,Lot's O' Nuts,2066.7728692493597,3,2
Same Day,Gulf,Lot's O' Nuts,1769.4915829558145,3,0
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,4,5
Second Class,Interior,Sugar Shack,603.3434190634227,1,3
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,6,6
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,2,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,5
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,5,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,5,6
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,3,5
Standard Class,Interior,Wicked Choccy's,882.6880678154047,5,7
First Class,Gulf,Wicked Choccy's,301.75304150028165,2,1
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,1,7
Standard Class,Pacific,Lot's O' Nuts,643.5101842968278,4,6
First Class,Atlantic,Wicked Choccy's,640.6049843135982,5,2
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,4,5
First Class,Interior,Wicked Choccy's,723.6154536513862,1,1
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,4,6
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,7
Same Day,Pacific,Wicked Choccy's,2399.7166796329857,9,0
Second Class,Pacific,Wicked Choccy's,2387.334608210221,2,5
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,4,6
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,4,7
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,3,5
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,2,4
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,1,7
Second Class,Gulf,Wicked Choccy's,229.94191328343297,2,4
First Class,Atlantic,Wicked Choccy's,718.2857916936638,2,2
First Class,Pacific,Lot's O' Nuts,387.99286355234057,4,2
Standard Class,Pacific,Wicked Choccy's,2097.449697041855,1,5
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,5
Standard Class,Pacific,Lot's O' Nuts,319.06007095999223,3,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,5,6
Standard Class,Pacific,Secret Factory,1590.2860873788177,3,5
Second Class,Atlantic,Wicked Choccy's,534.7901065128382,4,5
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,2,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,6
Second Class,Atlantic,Wicked Choccy's,619.1946532419481,7,4
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,2,5
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,1,2
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,4,3
Standard Class,Gulf,Lot's O' Nuts,1955.859549250153,4,6
Second Class,Interior,Wicked Choccy's,911.1149316980324,13,5
Standard Class,Gulf,Lot's O' Nuts,1955.859549250153,4,6
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,4,5
First Class,Gulf,Wicked Choccy's,238.31166475572095,5,1
First Class,Atlantic,Wicked Choccy's,981.9658789246068,2,1
Standard Class,Interior,Wicked Choccy's,911.1149316980324,6,7
Second Class,Pacific,Secret Factory,1599.3430295464339,2,3
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,4,5
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,1,7
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,2,3
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,5,7
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,4,6
Standard Class,Pacific,Wicked Choccy's,2087.465784642783,1,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,2,6
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,3,3
Standard Class,Pacific,Lot's O' Nuts,1144.522278034816,5,7
First Class,Pacific,Wicked Choccy's,2401.64471699006,3,1
Standard Class,Pacific,Lot's O' Nuts,678.672493189109,2,7
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,3,3
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,5,4
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,3,6
First Class,Interior,Wicked Choccy's,1050.3296448453177,1,1
Standard Class,Atlantic,Lot's O' Nuts,1984.6264247859265,2,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,3,6
Standard Class,Atlantic,Lot's O' Nuts,2203.8528952226243,7,6
Standard Class,Pacific,Lot's O' Nuts,1144.522278034816,5,6
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,4,2
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,2,6
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,12,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,3,5
Standard Class,Atlantic,Lot's O' Nuts,2293.894841447496,2,7
Standard Class,Atlantic,Wicked Choccy's,913.2234896708183,2,6
Standard Class,Atlantic,Wicked Choccy's,913.2234896708183,8,7
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,5
Same Day,Pacific,Lot's O' Nuts,688.8830311589684,1,0
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,4,5
Standard Class,Interior,Lot's O' Nuts,872.928444195716,1,7
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,6
Standard Class,Interior,Lot's O' Nuts,1693.7600129047557,1,6
Standard Class,Interior,Lot's O' Nuts,836.0234218716704,6,6
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,5,6
Standard Class,Gulf,Wicked Choccy's,137.35906514621007,2,7
First Class,Pacific,Wicked Choccy's,2401.64471699006,3,1
Standard Class,Interior,Lot's O' Nuts,864.2514931058013,8,5
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,2,4
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,1,6
Standard Class,Gulf,Lot's O' Nuts,1767.0056226844526,2,6
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,6,7
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,4,6
First Class,Atlantic,Wicked Choccy's,634.3251241137547,4,1
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,2
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,4
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,1,3
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,6
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,9,6
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,5
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,5,7
Standard Class,Atlantic,Secret Factory,981.9658789246068,1,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,11,6
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,5,6
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,1,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,7,6
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,4,3
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,3,5
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,2,6
Standard Class,Gulf,Wicked Choccy's,301.75304150028165,2,6
Second Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,3
Standard Class,Interior,Lot's O' Nuts,1160.7743641449697,5,7
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,5,7
Standard Class,Interior,Wicked Choccy's,790.6595869578506,4,6
Standard Class,Interior,Lot's O' Nuts,1160.7743641449697,3,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,5,7
Standard Class,Atlantic,Lot's O' Nuts,2066.7728692493597,2,5
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,6,5
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,7
Standard Class,Atlantic,Lot's O' Nuts,1982.5948613310302,5,7
Standard Class,Interior,Wicked Choccy's,790.6595869578506,5,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,6
Second Class,Interior,Wicked Choccy's,909.6036475036664,11,4
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,4,5
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,5
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,3,5
First Class,Atlantic,Wicked Choccy's,715.9906920347423,1,1
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,12,7
Standard Class,Atlantic,Lot's O' Nuts,2132.503317399198,3,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,6,6
First Class,Pacific,Wicked Choccy's,2147.2087400803284,4,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,4,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,2,2
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,3,7
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,7
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,5,6
First Class,Pacific,Lot's O' Nuts,394.97435771587914,1,2
Standard Class,Pacific,Lot's O' Nuts,324.45877498519195,2,6
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,5
Standard Class,Gulf,Wicked Choccy's,227.71978261368133,3,6
First Class,Pacific,Wicked Choccy's,2157.0150241557785,4,1
Standard Class,Atlantic,Lot's O' Nuts,1666.867780072924,3,7
Same Day,Interior,Lot's O' Nuts,1624.15809266587,1,0
Standard Class,Pacific,Wicked Choccy's,2101.0204931078288,6,5
Standard Class,Gulf,Wicked Choccy's,509.12373298194024,4,7
Second Class,Interior,Lot's O' Nuts,1452.2797128658538,3,3
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,1,6
Standard Class,Gulf,Wicked Choccy's,224.26025752915896,3,6
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,5,4
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,5,7
Second Class,Gulf,Lot's O' Nuts,1769.4915829558145,3,3
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,2,4
First Class,Atlantic,Wicked Choccy's,640.4214007710173,1,1
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,3,6
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,1,5
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,2
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,2
First Class,Pacific,Lot's O' Nuts,385.46609669761943,4,1
First Class,Pacific,Lot's O' Nuts,385.46609669761943,3,1
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,4,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,7
First Class,Pacific,Wicked Choccy's,2147.2087400803284,2,2
Standard Class,Interior,Secret Factory,149.73496189039955,1,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,2,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,8,7
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,2,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,9,7
Standard Class,Pacific,The Other Factory,1567.3188777267894,6,7
Standard Class,Pacific,Wicked Choccy's,2132.3837018115178,4,7
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,5
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,4,5
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,3,5
Same Day,Atlantic,Wicked Choccy's,721.4927883494037,4,0
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,7
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,1,7
Second Class,Gulf,Lot's O' Nuts,1813.319326082464,14,5
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,2,5
Standard Class,Pacific,Lot's O' Nuts,346.14999770167566,2,7
Standard Class,Interior,Wicked Choccy's,1109.5183536933687,2,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,6
Standard Class,Atlantic,Sugar Shack,1203.057283312509,2,7
First Class,Pacific,Wicked Choccy's,2358.5047550682953,1,2
First Class,Atlantic,Lot's O' Nuts,981.9658789246068,7,2
Standard Class,Gulf,Lot's O' Nuts,1769.4915829558145,2,5
Standard Class,Interior,Lot's O' Nuts,974.171375665286,3,7
Same Day,Atlantic,Lot's O' Nuts,2294.6902993028707,2,0
Standard Class,Pacific,Wicked Choccy's,2387.8214458590232,5,6
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,5,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,7
Standard Class,Atlantic,Wicked Choccy's,913.2234896708183,12,6
Standard Class,Interior,Wicked Choccy's,874.8008207460541,2,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,5
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,7
Same Day,Atlantic,Lot's O' Nuts,2294.6902993028707,2,0
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,7
Same Day,Atlantic,Wicked Choccy's,896.9332484323149,6,0
Second Class,Atlantic,Wicked Choccy's,716.1677373489346,2,5
Standard Class,Pacific,Wicked Choccy's,1350.4661589523512,5,6
Standard Class,Pacific,Lot's O' Nuts,439.1030373027291,3,7
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,7
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,2,5
Second Class,Gulf,Lot's O' Nuts,1173.0027416512028,2,3
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,4,5
Second Class,Atlantic,Wicked Choccy's,634.3251241137547,7,4
Standard Class,Gulf,Wicked Choccy's,420.84282123147227,4,7
Second Class,Interior,Wicked Choccy's,762.959591962414,4,3
Standard Class,Gulf,Lot's O' Nuts,1439.3058184707254,2,5
Second Class,Pacific,Wicked Choccy's,2149.918618478605,2,3
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,4,7
Standard Class,Gulf,Secret Factory,919.8570086648149,1,7
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,6,7
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,1,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,4,6
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,14,3
Same Day,Interior,Lot's O' Nuts,981.9658789246068,6,0
Same Day,Atlantic,Lot's O' Nuts,2144.332624357945,8,0
Same Day,Pacific,Lot's O' Nuts,378.36278410044537,4,0
Same Day,Interior,Lot's O' Nuts,981.9658789246068,7,0
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,4,7
Second Class,Interior,Lot's O' Nuts,974.171375665286,1,3
Second Class,Interior,Wicked Choccy's,871.8307495621052,2,5
First Class,Pacific,Wicked Choccy's,2147.2087400803284,10,1
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,1,7
Second Class,Atlantic,Secret Factory,862.6799739062569,5,4
Second Class,Interior,Lot's O' Nuts,872.928444195716,3,4
Second Class,Interior,Wicked Choccy's,726.1783906538437,1,5
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,5,3
First Class,Pacific,Lot's O' Nuts,394.97435771587914,2,1
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,5,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,7
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,8,5
Same Day,Atlantic,Lot's O' Nuts,2080.3163308991593,2,0
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,4,6
Same Day,Pacific,Lot's O' Nuts,450.35137197821376,10,0
Second Class,Pacific,Wicked Choccy's,2097.449697041855,3,4
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,6,3
Same Day,Pacific,Lot's O' Nuts,688.8830311589684,3,0
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,4,4
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,2,6
Second Class,Atlantic,Lot's O' Nuts,2079.993373016822,1,3
Standard Class,Pacific,Lot's O' Nuts,656.9497328119387,3,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,4,7
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,2,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,3,6
Standard Class,Pacific,Lot's O' Nuts,1091.5034915032143,2,7
First Class,Pacific,Wicked Choccy's,2354.810683422382,3,1
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,2,6
First Class,Pacific,Lot's O' Nuts,319.06007095999223,2,2
First Class,Pacific,Wicked Choccy's,2097.449697041855,3,2
First Class,Interior,Wicked Choccy's,767.3939549308957,7,1
First Class,Pacific,Wicked Choccy's,2358.5047550682953,6,1
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,5,3
